filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
user81_2848.jpg,205841,"{}",20,1,"{""name"":""rect"",""x"":92,""y"":237,""width"":269,""height"":71}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,2,"{""name"":""rect"",""x"":65,""y"":308,""width"":149,""height"":77}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,3,"{""name"":""rect"",""x"":77,""y"":392,""width"":129,""height"":67}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,4,"{""name"":""rect"",""x"":271,""y"":396,""width"":71,""height"":67}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,5,"{""name"":""rect"",""x"":139,""y"":466,""width"":169,""height"":65}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,6,"{""name"":""rect"",""x"":95,""y"":533,""width"":271,""height"":66}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,7,"{""name"":""rect"",""x"":404,""y"":203,""width"":177,""height"":207}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,8,"{""name"":""rect"",""x"":613,""y"":210,""width"":163,""height"":239}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,9,"{""name"":""rect"",""x"":487,""y"":125,""width"":127,""height"":48}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,10,"{""name"":""rect"",""x"":623,""y"":129,""width"":155,""height"":46}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,11,"{""name"":""rect"",""x"":786,""y"":123,""width"":94,""height"":88}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,12,"{""name"":""rect"",""x"":886,""y"":134,""width"":247,""height"":65}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,13,"{""name"":""rect"",""x"":839,""y"":217,""width"":165,""height"":200}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,14,"{""name"":""rect"",""x"":1015,""y"":318,""width"":146,""height"":50}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,15,"{""name"":""rect"",""x"":930,""y"":442,""width"":104,""height"":95}","{""type"":""Object""}"
user81_2848.jpg,205841,"{}",20,16,"{""name"":""rect"",""x"":1026,""y"":490,""width"":37,""height"":65}","{""type"":""Object""}"
user81_2848.jpg,205841,"{}",20,17,"{""name"":""rect"",""x"":1069,""y"":519,""width"":35,""height"":34}","{""type"":""Object""}"
user81_2848.jpg,205841,"{}",20,18,"{""name"":""rect"",""x"":381,""y"":493,""width"":183,""height"":65}","{""type"":""Poster/wall hanging""}"
user81_2848.jpg,205841,"{}",20,19,"{""name"":""rect"",""x"":586,""y"":492,""width"":177,""height"":72}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,0,"{""name"":""rect"",""x"":209,""y"":30,""width"":685,""height"":143}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,1,"{""name"":""rect"",""x"":37,""y"":227,""width"":149,""height"":165}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,2,"{""name"":""rect"",""x"":301,""y"":204,""width"":234,""height"":295}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,3,"{""name"":""rect"",""x"":556,""y"":227,""width"":231,""height"":254}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,4,"{""name"":""rect"",""x"":714,""y"":410,""width"":131,""height"":108}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,5,"{""name"":""rect"",""x"":836,""y"":123,""width"":149,""height"":137}","{""type"":""Poster/wall hanging""}"
user81_4081.jpg,228293,"{}",14,6,"{""name"":""rect"",""x"":880,""y"":295,""width"":120,""height"":91}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,7,"{""name"":""rect"",""x"":860,""y"":386,""width"":88,""height"":105}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,8,"{""name"":""rect"",""x"":1020,""y"":390,""width"":102,""height"":102}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,9,"{""name"":""rect"",""x"":1038,""y"":270,""width"":90,""height"":116}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,10,"{""name"":""rect"",""x"":1104,""y"":90,""width"":70,""height"":182}","{""type"":""Object""}"
user81_4081.jpg,228293,"{}",14,11,"{""name"":""rect"",""x"":833,""y"":506,""width"":138,""height"":101}","{""type"":""Book""}"
user81_4081.jpg,228293,"{}",14,12,"{""name"":""rect"",""x"":1073,""y"":519,""width"":77,""height"":90}","{""type"":""Object""}"
user81_4081.jpg,228293,"{}",14,13,"{""name"":""rect"",""x"":346,""y"":531,""width"":463,""height"":181}","{""type"":""Object""}"
user83_4712.jpg,75091,"{}",3,0,"{""name"":""rect"",""x"":204,""y"":5,""width"":80,""height"":55}","{""type"":""Poster/wall hanging""}"
user83_4712.jpg,75091,"{}",3,1,"{""name"":""rect"",""x"":146,""y"":78,""width"":42,""height"":36}","{""type"":""Object""}"
user83_4712.jpg,75091,"{}",3,2,"{""name"":""rect"",""x"":463,""y"":23,""width"":265,""height"":108}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,0,"{""name"":""rect"",""x"":109,""y"":150,""width"":84,""height"":84}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,1,"{""name"":""rect"",""x"":211,""y"":159,""width"":132,""height"":74}","{""type"":""Book""}"
user84_1627.jpg,155359,"{}",19,2,"{""name"":""rect"",""x"":126,""y"":248,""width"":53,""height"":73}","{""type"":""Book""}"
user84_1627.jpg,155359,"{}",19,3,"{""name"":""rect"",""x"":195,""y"":239,""width"":78,""height"":80}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,4,"{""name"":""rect"",""x"":278,""y"":235,""width"":62,""height"":95}","{""type"":""Object""}"
user84_1627.jpg,155359,"{}",19,5,"{""name"":""rect"",""x"":289,""y"":339,""width"":60,""height"":79}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,6,"{""name"":""rect"",""x"":125,""y"":420,""width"":72,""height"":96}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,7,"{""name"":""rect"",""x"":217,""y"":440,""width"":133,""height"":66}","{""type"":""Object""}"
user84_1627.jpg,155359,"{}",19,8,"{""name"":""rect"",""x"":468,""y"":117,""width"":272,""height"":100}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,9,"{""name"":""rect"",""x"":867,""y"":150,""width"":56,""height"":89}","{""type"":""Object""}"
user84_1627.jpg,155359,"{}",19,10,"{""name"":""rect"",""x"":921,""y"":158,""width"":89,""height"":65}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,11,"{""name"":""rect"",""x"":1005,""y"":157,""width"":48,""height"":72}","{""type"":""Book""}"
user84_1627.jpg,155359,"{}",19,12,"{""name"":""rect"",""x"":858,""y"":240,""width"":54,""height"":86}","{""type"":""Object""}"
user84_1627.jpg,155359,"{}",19,13,"{""name"":""rect"",""x"":912,""y"":269,""width"":91,""height"":52}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,14,"{""name"":""rect"",""x"":1008,""y"":247,""width"":52,""height"":74}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,15,"{""name"":""rect"",""x"":860,""y"":333,""width"":53,""height"":43}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,16,"{""name"":""rect"",""x"":927,""y"":340,""width"":49,""height"":67}","{""type"":""Object""}"
user84_1627.jpg,155359,"{}",19,17,"{""name"":""rect"",""x"":869,""y"":427,""width"":192,""height"":59}","{""type"":""Poster/wall hanging""}"
user84_1627.jpg,155359,"{}",19,18,"{""name"":""rect"",""x"":744,""y"":481,""width"":94,""height"":84}","{""type"":""Object""}"
